index,include,title,abstract,first_author,year,journal,doi,pubmed_id,authors,pubmed_type,publication_types,mesh,webofscience_id,central_id,openalex_id,title_length,title_word_count,title_sentence_count,abstract_length,abstract_word_count,abstract_sentence_count,language_title,language_abstract
293,false,inference randomized study informative censoring discrete timetoevent endpoint,article present method estimate compare treatmentspecific distribution discrete timetoevent variable rightcensored data method allow adjustment informative censoring due measure prognostic factor time event censoring quantification sensitivity inference residual dependence time event censor due unmeasured factor develop approach context randomized trial treatment chronic schizophrenia perform simulation study assess practical performance methodology,Scharfstein D,2001,Biometrics,https://doi.org/10.1111/j.0006-341x.2001.00404.x,11414563,Scharfstein D; Robins JM; Eddings W; Rotnitzky A,article,"D003160: Comparative Study; D016428: Journal Article; D013487: Research Support, U.S. Gov't, P.H.S.","D014150: Antipsychotic Agents; D001699: Biometry; D003198: Computer Simulation; D006801: Humans; D015233: Models, Statistical; D010919: Placebos; D011618: Psychotic Disorders; D016032: Randomized Controlled Trials as Topic; D018967: Risperidone; D012680: Sensitivity and Specificity; D013997: Time Factors; D016896: Treatment Outcome",,,https://openalex.org/W1979150616,95,11,1,631,103,4,en,en
294,false,risperidone monotherapy preschool child pervasive developmental disorder,aim preliminary study examine shortterm efficacy safety atypical antipsychotic risperidone preschool autistic child sample consist subject male female age year mean age year week openlabel trial risperidone monotherapy initiate start dose mg daily increase maximum dose mg mgkg daily outcome measure childhood autism rating scale childrens psychiatric rating scale clinical global impression improvement score childrens global assessment function two subject complete trial side effect tachycardia flush fever hyporexia week treatment data eight child complete trial indicate modest improvement childhood autism rating scale total score childrens psychiatric rating scale total score childrens global assessment function accord clinical global impression global improvement score four subject much improve much improve score four child minimally improve none child exhibit behavioral deterioration side effect eight child severe,Masi G,2001,J Child Neurol,https://doi.org/10.1177/088307380101600602,11417603,Masi G; Cosenza A; Mucci M; De Vito G,article,D016428: Journal Article,"D014150: Antipsychotic Agents; D001321: Autistic Disorder; D002648: Child; D002653: Child Behavior Disorders; D002659: Child Development Disorders, Pervasive; D002675: Child, Preschool; D004305: Dose-Response Relationship, Drug; D004334: Drug Administration Schedule; D005260: Female; D006801: Humans; D008297: Male; D010552: Personality Assessment; D011569: Psychiatric Status Rating Scales; D018967: Risperidone; D016896: Treatment Outcome",,,https://openalex.org/W2033591779,84,9,1,1321,233,9,en,en
295,false,acute necrotizing encephalopathy presenting basal ganglia syndrome,acute necrotizing encephalopathy relatively new disease characteristic clinical finding febrile illness follow rapid deterioration mental status seizures hallmark disease multifocal bilateral symmetric lesion affect thalamus hypothalamus brainstem tegmentum cerebral white matter cerebellum etiology unknown immunemediated mechanism suggest present yearold previously healthy girl develop increase sleepiness progressing stupor coma magnetic resonance image mri brain show characteristic finding previously describe acute necrotizing encephalopathy mental status improve dramatically steroid treatment mri finding resolve completely within month follow acute illness develop complex neuropsychiatric disorder consistent basal ganglia syndrome j child neurol,Ravid S,2001,J Child Neurol,https://doi.org/10.1177/088307380101600618,11417619,Ravid S; Topper L; Eviatar L,article,D002363: Case Reports; D016428: Journal Article,"D001479: Basal Ganglia; D001480: Basal Ganglia Diseases; D001707: Biopsy, Needle; D001921: Brain; D002648: Child; D004305: Dose-Response Relationship, Drug; D005260: Female; D005500: Follow-Up Studies; D006801: Humans; D004684: Leukoencephalitis, Acute Hemorrhagic; D008279: Magnetic Resonance Imaging; D009460: Neurologic Examination; D011241: Prednisone",,,https://openalex.org/W1988034792,71,9,1,952,146,9,en,en
296,false,neurotoxicity mechanism neurodegenerative disorder basic clinical aspect,three day meet focus chronic neurodegenerative disease parkinson disease pd alzheimers disease ad amylotrophic lateral sclerosis al attract participant country dominance chile usa neurodegeneration prevention increasingly gain importance number people affected increase yearbyyear meeting address various basic aspect pragmatic implication oxidative stress inflammatory reaction glial activation role glutamatergic system apoptosis use plethora vitro vivo method,Danysz W,2001,Expert Opin Investig Drugs,https://doi.org/10.1517/13543784.10.5.985,11424902,Danysz W,article,D016428: Journal Article; D016454: Review,D000544: Alzheimer Disease; D000690: Amyotrophic Lateral Sclerosis; D000818: Animals; D006801: Humans; D007980: Levodopa; D020932: Nerve Growth Factor; D018696: Neuroprotective Agents; D009538: Nicotine; D010300: Parkinson Disease,,,https://openalex.org/W2142946075,88,12,1,611,102,4,en,en
297,false,metaanalysis use typical antipsychotic agent bipolar disorder,background potential benefit typical antipsychotic agent bipolar disorder offset serious treatmentassociated side effect despite concern availability mood stabilize agent treatment bipolar disorder typical antipsychotic agent appear widespread method medline search identify publication outline medication use among bipolar disorder patient metaanalysis use estimate weighted average relative proportion treatment use weight reciprocal estimated variance study result overall bipolar patient receive typical antipsychotic agent load toward great inpatient relative outpatient use monotherapy account typical antipsychotic use typical antipsychoticmood stabilizer combination therapy account four study length treatment data available median minimum typical antipsychotic use month patient receive typical antipsychotic agent limitations metaanalytic technique employ analysis limit possible inclusion study unreliable study design bias treatment practice publication bias study may report possible lack identification relevant study conclusion typical antipsychotic agent commonly use treatment bipolar disorder possibly due dissatisfaction mood stabilizer monotherapy especially psychotic mania high prevalence psychotic symptom acute mania inappropriate continuation typical antipsychotic agent initial stabilization andor unavailability unfamiliarity new treatment finding also suggest typical antipsychotic may antipsychotic effect mania perhaps also antimanic property,Tohen M,2001,J Affect Disord,https://doi.org/10.1016/s0165-0327(00)00162-2,11426515,Tohen M; Zhang F; Taylor CC; Burns P; Zarate C; Sanger T; Tollefson G,article,"D016428: Journal Article; D017418: Meta-Analysis; D013485: Research Support, Non-U.S. Gov't","D018692: Antimanic Agents; D014150: Antipsychotic Agents; D001714: Bipolar Disorder; D004359: Drug Therapy, Combination; D006801: Humans; D011569: Psychiatric Status Rating Scales; D016896: Treatment Outcome",,,https://openalex.org/W2038984264,78,12,1,1973,307,10,en,en
299,false,doubleblind placebocontrolled comparison intramuscular olanzapine intramuscular haloperidol treatment acute agitation schizophrenia,author evaluate comparative efficacy safety intramuscular olanzapine intramuscular haloperidol intramuscular placebo treatment acute agitation schizophreniahospitalized patient schizophrenia receive one three injection intramuscular olanzapine mg intramuscular haloperidol mg intramuscular placebo hour period agitation measure excited component positive negative syndrome scale two additional scalesaccording score excited component positive negative syndrome scale intramuscular olanzapine intramuscular haloperidol reduce agitation significantly intramuscular placebo hour follow first injection intramuscular olanzapine reduce agitation significantly intramuscular haloperidol minute follow first injection patient treat intramuscular olanzapine experience acute dystonia compare treat intramuscular haloperidol significant qtc interval change observe patientsintramuscular olanzapine represent rapid effective safe treatment acute agitation schizophrenia,Wright P,2001,Am J Psychiatry,https://doi.org/10.1176/appi.ajp.158.7.1149,11431240,Wright P; Birkett M; David SR; Meehan K; Ferchland I; Alaka KJ; Saunders JC; Krueger J; Bradley P; San L; Bernardo M; Reinstein M; Breier A,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000208: Acute Disease; D000293: Adolescent; D000328: Adult; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D004305: Dose-Response Relationship, Drug; D004311: Double-Blind Method; D004334: Drug Administration Schedule; D005260: Female; D006220: Haloperidol; D006801: Humans; D007273: Injections, Intramuscular; D008297: Male; D000077152: Olanzapine; D010890: Pirenzepine; D010919: Placebos; D011569: Psychiatric Status Rating Scales; D011595: Psychomotor Agitation; D012559: Schizophrenia; D012565: Schizophrenic Psychology; D016896: Treatment Outcome",,,https://openalex.org/W2171532531,154,18,1,1247,182,5,en,en
300,false,treatment alzheimers disease,grow consensus indicate alzheimers disease ad result increase production accumulation betaamyloid protein beta lead nerve cell death mechanism beta accumulation lead neuronal death include oxidative damage inflammation article discuss management ad patient antioxidant cholinesterase inhibitor psychotropic agent study show agent slow progression disease improve cognition reduce behavioral disturbance therapeutic alliance physician caregiver essential element successfully manage ad patient rsrepeat reassure redirectcan help caregiver reduce behavioral disturbance patient ad limit need pharmacologic management,Cummings JL,2001,Clin Cornerstone,https://doi.org/10.1016/s1098-3597(01)90046-8,11432120,Cummings JL,article,D016428: Journal Article; D016454: Review,D000544: Alzheimer Disease; D000975: Antioxidants; D017028: Caregivers; D002800: Cholinesterase Inhibitors; D004347: Drug Interactions; D006801: Humans; D011619: Psychotropic Drugs; D014810: Vitamin E,,,https://openalex.org/W2081487566,32,5,1,819,134,6,en,en
301,false,longterm care dementia patient caregiver,general principle manage chronic ageassociated disease apply much alzheimers disease ad latelife dementing disorder congestive heart failure osteoarthritis beyond effort maintain residual tissue organ function important physician role include promote general wellbeing help patient caregiver adjust diseaserelated limitation physician provide essential information patient family disease social legal ramification community resource facilitate care therefore physician must knowledgeable broadly intersect medical legal financial ethical issue surround longterm management ad dementias many challenge face patient dementia caregiver time underscore need ongoing diagnostic therapeutic alliance primary care physicians article review salient aspect longterm care patient ad dementia highlight vital varied role physician manage chronic brain disorder,Kaufer DI,2001,Clin Cornerstone,https://doi.org/10.1016/s1098-3597(01)90048-1,11432122,Kaufer DI,article,D016428: Journal Article; D016454: Review,"D000368: Aged; D000369: Aged, 80 and over; D017028: Caregivers; D003704: Dementia; D005260: Female; D006801: Humans; D008134: Long-Term Care; D008297: Male; D016743: Mental Competency; D001523: Mental Disorders; D017410: Practice Guidelines as Topic; D011368: Professional-Family Relations; D012944: Social Support",,,https://openalex.org/W1994819160,51,8,1,1139,174,6,en,en
302,false,dropout rate randomised antipsychotic drug trial,rationale assume new atypical drug improve treatment compliance due adverse effect data support assumption scarce objective aim study study attrition rate randomised controlled trial oral administration conventional antipsychotic drug atypical antipsychotic drug placebo method database schizophrenia module cochrane library utilise present study data cochrane module collect identify relevant randomise control trial several electronic database source number dropout define patient leave study preterm due reason result data treatment group consist randomised subject drug trial enter analysis onethird subject drop trial dropout rate significantly increase calendar year year trial publication type drug trial length remain statistically significant contributor dropout rate model incorporate year publication trial length placebo group group treat conventional antipsychotic significantly high attrition rate group treat atypical drug clozapinetreated group exclude analysis statistically significant advantage atypical drug conventional drug remain conclusion trial data implicate good compliance achieve favour atypical drug rather conventional alternative treatment schizophrenia however effect find group treat atypical antipsychotic clozapine include analysis study find evidence statistically significant superiority acceptability novel atypical drug compare conventional antipsychotic,Wahlbeck K,2001,Psychopharmacology (Berl),https://doi.org/10.1007/s002130100711,11432684,Wahlbeck K; Tuunainen A; Ahokas A; Leucht S,article,D016428: Journal Article; D017418: Meta-Analysis,"D014150: Antipsychotic Agents; D016208: Databases, Factual; D006801: Humans; D010352: Patient Dropouts; D016032: Randomized Controlled Trials as Topic; D012107: Research Design",,,https://openalex.org/W1981210131,53,7,1,1921,299,15,en,en
303,false,effect longterm treatment antipsychotic serum leptin level,abnormal regulation adipocytederived hormone leptin could play role body weight gain induce antipsychoticsto study effect longterm antipsychotic treatment leptin level patient schizophreniaserum leptin level determine outpatient chronic schizophrenia number healthy subject control gender age body mass indexleptin level differ patient control leptin level patient schizophrenia correlate weight gain even control current weight show association clinical variable antipsychotic class tend exert different effect leptin level among atypicals olanzapine induce great increaseelevation leptin level induce chronic antipsychotic treatment attribute weight gain mechanism could involve,Herrán A,2001,Br J Psychiatry,https://doi.org/10.1192/bjp.179.1.59,11435270,Herrán A; García-Unzueta MT; Amado JA; de La Maza MT; Alvarez C; Vázquez-Barquero JL,article,"D016430: Clinical Trial; D018848: Controlled Clinical Trial; D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't",D000328: Adult; D000704: Analysis of Variance; D014150: Antipsychotic Agents; D002908: Chronic Disease; D005260: Female; D006801: Humans; D020738: Leptin; D008297: Male; D012559: Schizophrenia; D015430: Weight Gain,,,https://openalex.org/W2082322888,73,10,1,909,139,3,en,en
304,true,metaanalysis compare new antipsychotic drug treatment schizophrenia evaluate indirect approach,background metaanalysis useful method assess efficacy new antipsychotic drug compare old drug placebo however trial directly compare novel drug objective purpose study evaluate method indirect metaanalysis apply data olanzapine versus haloperidol risperidone versus haloperidol enable comparison olanzapine risperidone method publish randomize control trial rcts risperidone olanzapine andor haloperidol identify literature search medline current content healthstar database review data brief psychiatric rating scale bprs total score positive negative syndrome scale panss negative subscale percentage patient use anticholinergic drug percentage patient drop due lack efficacy side effect cause extract combine use indirect method finding compare direct comparative study olanzapine risperidone result literature search yield rcts compare risperidone haloperidol compare olanzapine haloperidol trial directly compare olanzapine risperidone find trial change bprs total panss negative subscale score tend high olanzapine respectively difference statistically significant indirect metaanalysis yield similar result change bprs total score panss negative subscale score tend high olanzapine respectively difference statistically significant indirect metaanalysis rate anticholinergic drug use great among patient treat risperidone among patient treat olanzapine p direct comparative rct rate high among patient treat risperidone p dropout rate similar patient treat risperidone treat olanzapine analysis conclusion indirect metaanalysis study compare olanzapine haloperidol risperidone haloperidol yield conclusion similar find direct comparative rct olanzapine risperidone,Sauriol L,2001,Clin Ther,https://doi.org/10.1016/s0149-2918(01)80082-5,11440294,Sauriol L; Laporta M; Edwardes MD; Deslandes M; Ricard N; Suissa S,article,"D016428: Journal Article; D017418: Meta-Analysis; D013485: Research Support, Non-U.S. Gov't","D014150: Antipsychotic Agents; D001569: Benzodiazepines; D002986: Clinical Trials as Topic; D004359: Drug Therapy, Combination; D006220: Haloperidol; D006801: Humans; D000077152: Olanzapine; D010890: Pirenzepine; D011569: Psychiatric Status Rating Scales; D016032: Randomized Controlled Trials as Topic; D018967: Risperidone; D012559: Schizophrenia; D016896: Treatment Outcome",,,https://openalex.org/W2101619662,118,15,1,2394,397,15,en,en
305,false,safety efficacy risperidone substance abuser psychosis,american journal addictionsvolume issue p safety efficacy risperidone substance abuser psychosis mark j albanese md correspond author mark j albanese md tewksbury hospital tewksbury masstewksbury hospital east street tewksbury email markalbanesedmhstatemaussearch paper author mark j albanese md correspond author mark j albanese md tewksbury hospital tewksbury masstewksbury hospital east street tewksbury email markalbanesedmhstatemaussearch paper author first publish february httpsdoiorgcitations read full textaboutpdf toolsrequest permissionexport citationadd favoritestrack citation shareshare give accessshare full text accessshare fulltext accessplease review term condition use check box share fulltext version articlei read accept wiley online library term condition useshareable linkuse link share fulltext version article friend colleague learn morecopy url share linkshare onfacebooktwitterlinkedinredditwechat abstract available articleciting literature volume issuespring page relatedinformation,Albanese MJ,2001,Am J Addict,https://doi.org/10.1080/105504901750227831,11444160,Albanese MJ,article,D016430: Clinical Trial; D016422: Letter,"D000328: Adult; D014150: Antipsychotic Agents; D003024: Clozapine; D004359: Drug Therapy, Combination; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D011618: Psychotic Disorders; D018967: Risperidone; D019966: Substance-Related Disorders; D016896: Treatment Outcome",,,https://openalex.org/W2126261598,70,10,1,1354,200,6,en,en
306,false,comparative study mortality rate cardiac dysrhythmias postmarketing surveillance study sertindole two atypical antipsychotic drug risperidone olanzapine,sertindole serdolect atypical antipsychotic voluntarily suspend european union follow regulatory concern report serious cardiac dysrhythmias sudden unexpected death reported cause death frequency prolongation rate correct qt interval qtc cardiac dysrhythmias patient prescribed sertindole compare patient treat two atypical antipsychotic patient england prescribe atypical antipsychotic general practitioner drug immediate postmarketing period identify use observational cohort technique prescriptionevent monitoring mortality rate sertindole cohort compare comparator cohort use standardized mortality ratio incidence rate ratio cardiovascular event review follow identify case prolongation qtc interval statistically significant difference mortality rate sertindole comparator cohort although confidence interval ci wide due small number sertindole cohort much small number patient prescribe sertindole antipsychotic six case prolongation qtc interval identify patient ci treat sertindole one unspecified electrocardiogram change comparator cohort patient study contribute understanding occurrence prolongation qtc interval clinical use sertindole incidence similar clinical trial although statistically significant difference show mortality rate sertindole comparator cohort sertindole cohort small rule association use drug cardiovascular death,Wilton LV,2001,J Psychopharmacol,https://doi.org/10.1177/026988110101500212,11448085,Wilton LV; Heeley EL; Pickering RM; Shakir SA,article,"D003160: Comparative Study; D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't","D000328: Adult; D000368: Aged; D000369: Aged, 80 and over; D014150: Antipsychotic Agents; D001145: Arrhythmias, Cardiac; D001569: Benzodiazepines; D015331: Cohort Studies; D003645: Death, Sudden; D004562: Electrocardiography; D005062: European Union; D005260: Female; D006801: Humans; D007093: Imidazoles; D007211: Indoles; D008133: Long QT Syndrome; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010890: Pirenzepine; D011358: Product Surveillance, Postmarketing; D018967: Risperidone; D012737: Sex Factors",,,https://openalex.org/W2044429484,185,24,1,1883,294,10,en,en
307,false,risperidone olanzapine drug outcome study schizophrenia rodos efficacy tolerability result international naturalistic study,risperidone olanzapine drug outcome study schizophrenia rodos programme international series naturalistic study design evaluate drug use pattern outcome rodos consist retrospective chart review perform patient admit hospital treat centre nine country analysed population consist patient diagnosis schizophrenia schizoaffective disorder mean sd daily dos risperidone olanzapine mgday mgday respectively patient treat risperidone stay average day less hospital compare receive olanzapine time discharge day versus day respectively p risperidone rat effective significantly patient olanzapine versus p time onset efficacy significantly short risperidone olanzapine p number adverse event two treatment group significantly different risperidone olanzapine p correct small statistically significant baseline difference two treatment group produce substantive change magnitude significance outcome parameter conclusion clinical outcome report rodos suggest risperidone may effective firstline therapy drug schizophrenia olanzapine,Kasper S,2001,Int Clin Psychopharmacol,https://doi.org/10.1097/00004850-200107000-00001,11459331,Kasper S; Rosillon D; Duchesne I; RODOS Investigator Group,article,D003160: Comparative Study; D016428: Journal Article,"D000328: Adult; D016907: Adverse Drug Reaction Reporting Systems; D001569: Benzodiazepines; D003431: Cross-Cultural Comparison; D004305: Dose-Response Relationship, Drug; D005060: Europe; D005260: Female; D006778: Hospitals, Psychiatric; D006801: Humans; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010343: Patient Admission; D010890: Pirenzepine; D011569: Psychiatric Status Rating Scales; D012189: Retrospective Studies; D018967: Risperidone; D012559: Schizophrenia; D012565: Schizophrenic Psychology; D016896: Treatment Outcome",,,https://openalex.org/W2058635761,143,20,1,1479,255,10,en,en
308,false,olanzapine treatment posttraumatic stress disorder pilot study,atypical antipsychotic olanzapine may efficacious treat posttraumatic stress disorder ptsd symptoms conduct week doubleblind placebocontrolled evaluation patient randomize either olanzapine placebo initial dosage mgday titrate maximum mgday eleven patient complete study patient group show improvement ptsd symptom betweengroup differences treatment response observe high placebo response rate find treatment tolerate well although olanzapine treatment group weight gain olanzapine fare good placebo preliminary study treatment ptsd lack difference olanzapine placebo may part due olanzapines effective ptsd alternatively small sample size high placebo response certain form ptsd chronicity ptsd symptom patient,Butterfield MI,2001,Int Clin Psychopharmacol,https://doi.org/10.1097/00004850-200107000-00003,11459333,Butterfield MI; Becker ME; Connor KM; Sutherland S; Churchill LE; Davidson JR,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000293: Adolescent; D000328: Adult; D000368: Aged; D001569: Benzodiazepines; D004305: Dose-Response Relationship, Drug; D004311: Double-Blind Method; D004334: Drug Administration Schedule; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010865: Pilot Projects; D010890: Pirenzepine; D013313: Stress Disorders, Post-Traumatic; D016896: Treatment Outcome",,,https://openalex.org/W1983805393,76,12,1,1005,173,7,en,en
309,false,perospirone,perospirone atypical antipsychotic agent treatment schizophrenia primary mode action antagonism serotonin hta dopamine receptor week course oral perospirone mgday displayed efficacy patient schizophrenia participate phase ii phase iii trials onset action drug week perospirone effective positive negative general symptom patient schizophrenia assess standard rating scale brief psychiatric rating scale positive negative symptom scale compare haloperidol mgday perospirone mgday significantly effective negative symptom tend effective general symptom positive symptom trial patient schizophrenia perospirone efficacy similar mosapramine mgday comparative phase iii trial patient extrapyramidal symptom eps tend occur less often generally milder perospirone haloperidol mosapramine,Onrust SV,2001,CNS Drugs,https://doi.org/10.2165/00023210-200115040-00006,11463136,Onrust SV; McClellan K,article,D016428: Journal Article; D016454: Review,D000818: Animals; D014150: Antipsychotic Agents; D002986: Clinical Trials as Topic; D006801: Humans; D007211: Indoles; D054833: Isoindoles; D011569: Psychiatric Status Rating Scales; D012559: Schizophrenia; D013844: Thiazoles; D016896: Treatment Outcome,,,https://openalex.org/W3192712895,11,1,1,1129,190,8,en,en
310,false,define mood stabilizer,bipolar disordersvolume issue p define mood stabilizer nassir ghaemi nassir ghaemi harvard medical school bipolar disorder research program cambridge hospital cambridge st cambridge usasearch paper author nassir ghaemi nassir ghaemi harvard medical school bipolar disorder research program cambridge hospital cambridge st cambridge usasearch paper author first publish january httpsdoiorgjxcitations read full textaboutpdf toolsrequest permissionexport citationadd favoritestrack citation shareshare give accessshare full text accessshare fulltext accessplease review term condition use check box share fulltext version articlei read accept wiley online library term condition useshareable linkuse link share fulltext version article friend colleague learn morecopy url cite literature volume issuejune page relatedinformation,Ghaemi SN,2001,Bipolar Disord,https://doi.org/10.1034/j.1399-5618.2001.030304.x,11465676,Ghaemi SN,article,D016428: Journal Article,D000928: Antidepressive Agents; D014150: Antipsychotic Agents; D006801: Humans; D019964: Mood Disorders,,,https://openalex.org/W2002119462,29,6,1,1104,171,2,en,en
311,false,nonlinear dynamic analysis clozapineinduced electroencephalographic change schizophrenic patient preliminary study,order find electroencephalographic eeg parameter reflect effect clozapine schizophrenic patient author apply various nonlinear analysis multichannel eeg data drawn patient therapeutic trial clozapine correlation dimension difficult extract limited time series eeg data author find meaningful assocation clozapine use primary lyapunov exponent could reliably calculate also reflect effect clozapine however mutual crossprediction mcp algorithm show potentially meaningful result driving system shift frontal channel week trial clozapine moreover mcp might value predictor treatment response although preliminary nature mcp might great power interpret complex change channel channel eeg induce clozapine,Kang UG,2001,Prog Neuropsychopharmacol Biol Psychiatry,https://doi.org/10.1016/s0278-5846(01)00183-x,11474842,Kang UG; Par KT; Ahn YM; Koo YJ; Yoon SC; Yi SH; Kim YS,article,"D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't",D000328: Adult; D014150: Antipsychotic Agents; D003024: Clozapine; D004569: Electroencephalography; D005260: Female; D006801: Humans; D008297: Male; D017711: Nonlinear Dynamics; D012559: Schizophrenia,,,https://openalex.org/W2081590377,128,14,1,947,156,7,en,en
312,true,doubleblind randomized prospective evaluation efficacy safety risperidone versus haloperidol treatment schizoaffective disorder,relative efficacy safety risperidone versus haloperidol treatment schizoaffective disorder study sixtytwo patient depress type bipolar type enter threesite randomize doubleblind week trial risperidone mgday haloperidol mgday trained raters assess baseline weekly endofstudy level psychopathology positive negative syndrome scale panss item hamilton rating scale depression hamd clinicianadministered rating scale mania carsm author unable statistically distinguish risperidone haloperidol amelioration psychotic manic symptom addition difference worsening mania two agent either subgroup ie depress bipolar subgroup total panss risperidone produce mean decrease point baseline compare point decrease haloperidol total carsm scale risperidone haloperidol produce mean change score point respectively carsm mania subscale point respectively additionally risperidone produce mean decrease point baseline item hamd compare point decrease haloperidol patient severe depressive symptom ie hamd baseline score risperidone produce least mean improvement patient comparison patient receive haloperidol haloperidol produce significantly extrapyramidal side effect result dropout cause side effect difference risperidone haloperidol reduce psychotic manic symptom group patient schizoaffective disorder risperidone demonstrate propensity precipitate mania well tolerate haloperidol subject high baseline hamd score ie risperidone produce great improvement depressive symptom haloperidol,Janicak PG,2001,J Clin Psychopharmacol,https://doi.org/10.1097/00004714-200108000-00002,11476119,Janicak PG; Keck PE; Davis JM; Kasckow JW; Tugrul K; Dowd SM; Strong J; Sharma RP; Strakowski SM,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't",D000328: Adult; D014150: Antipsychotic Agents; D001714: Bipolar Disorder; D003866: Depressive Disorder; D004311: Double-Blind Method; D005260: Female; D006220: Haloperidol; D006801: Humans; D008297: Male; D008875: Middle Aged; D011569: Psychiatric Status Rating Scales; D011618: Psychotic Disorders; D018967: Risperidone,,,https://openalex.org/W2060953871,156,22,1,2104,364,13,en,en
313,false,doubleblind randomized comparison efficacy safety intramuscular injection olanzapine lorazepam placebo treat acutely agitate patient diagnose bipolar mania,rapidacting intramuscular formulation atypical antipsychotic available quickly calm agitated patient bipolar disorder study agitate patient bipolar mania randomly assign receive one three injection atypical antipsychotic olanzapine mg first two injection mg third injection benzodiazepine lorazepam mg first two injection mg third injection placebo placebo first two injection olanzapine mg third injection within hour period agitation measure baseline every minute first hour hour first injection use positive negative syndrome scaleexcited component subscale two additional agitation scale hour first injection patient treat olanzapine show significantly great reduction score agitation scale compare patient treat either placebo lorazepam hour first injection olanzapine remain statistically superior placebo reduce agitation patient acute mania whereas patient treat lorazepam significantly different treat placebo olanzapine furthermore significant difference among three treatment group observe safety measure include treatmentemergent extrapyramidal symptoms incidence acute dystonia qtc interval change finding suggest intramuscular olanzapine safe effective treatment reduce acute agitation patient bipolar mania,Meehan K,2001,J Clin Psychopharmacol,https://doi.org/10.1097/00004714-200108000-00006,11476123,Meehan K; Zhang F; David S; Tohen M; Janicak P; Small J; Koch M; Rizk R; Walker D; Tran P; Breier A,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000328: Adult; D000339: Affect; D014151: Anti-Anxiety Agents; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D001714: Bipolar Disorder; D018680: Cholinergic Antagonists; D004311: Double-Blind Method; D005260: Female; D006339: Heart Rate; D006801: Humans; D007273: Injections, Intramuscular; D008140: Lorazepam; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010890: Pirenzepine; D011569: Psychiatric Status Rating Scales; D011595: Psychomotor Agitation; D016896: Treatment Outcome",,,https://openalex.org/W2037172357,196,29,1,1619,264,7,en,en
314,false,evaluation risperidone drug interaction,risperidone atypical antipsychotic drug widely use treatment psychosis associate schizophrenia alzheimers disease psychiatric disorder polypharmacology necessary condition optimal treatment many patient comorbid psychiatric medical illness one concern raise widespread use multiple concurrent pharmacotherapies potential drugdrug interaction adversely affect patient outcome accordingly biomedical literature review report drug interaction involve risperidone clinical significance report evaluate additionally potential risperidone participate drug interaction evaluate consider drug pharmacokinetic property control study case report indicate risperidone low potential metabolic drug interaction drug inhibit cytochrome p cyp induce inhibit cypa may alter risperidone plasma concentration clinical significance interaction seem minimal adherence guideline design dosage regimen limit effect drugdrug interaction patient status contribute optimal pharmacotherapy risperidone,DeVane CL,2001,J Clin Psychopharmacol,https://doi.org/10.1097/00004714-200108000-00008,11476125,DeVane CL; Nemeroff CB,article,D016428: Journal Article; D017418: Meta-Analysis,D000927: Anticonvulsants; D000928: Antidepressive Agents; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D001798: Blood Proteins; D002317: Cardiovascular Agents; D018680: Cholinergic Antagonists; D003577: Cytochrome P-450 Enzyme System; D004347: Drug Interactions; D005765: Gastrointestinal Agents; D006801: Humans; D008099: Liver; D011485: Protein Binding; D018967: Risperidone,,,https://openalex.org/W2047647486,46,6,1,1282,196,8,en,en
