include,title,abstract,doi,literature_id,openalex_id
False,,,https://doi.org/10.1007/s00406-016-0675-8,26873703,https://openalex.org/W2256770244
False,,,https://doi.org/10.1111/j.1432-1033.1970.tb00925.x,4191594,https://openalex.org/W1996380266
True,,,https://doi.org/10.1016/j.neulet.2015.05.022,25980993,https://openalex.org/W313344969
False,,,https://doi.org/10.1161/01.res.37.5.683,1192565,https://openalex.org/W2131746148
False,,,https://doi.org/10.1016/j.resp.2011.10.009,22027217,https://openalex.org/W2075082925
False,,,https://doi.org/10.1111/j.1742-7843.2008.00310.x,18699796,https://openalex.org/W1973884237
False,,,,6292399,https://openalex.org/W1941448599
False,,,https://doi.org/10.1016/j.neuropharm.2015.10.015,26471421,https://openalex.org/W2196284944
True,,,https://doi.org/10.1007/s00213-005-0138-9,16163520,https://openalex.org/W2111247877
False,,,https://doi.org/10.1016/s0940-2993(00)80050-0,10987180,https://openalex.org/W2091919522
False,,,https://doi.org/10.1016/0304-3959(94)90009-4,7936711,https://openalex.org/W2028812067
False,,,https://doi.org/10.1038/hdy.2014.116,25585923,https://openalex.org/W2034152653
False,,,,4187478,https://openalex.org/W2993038742
False,,,https://doi.org/10.1016/0006-2952(88)90409-1,3178887,https://openalex.org/W2084085760
False,,,https://doi.org/10.1097/00005344-199410000-00015,7528847,https://openalex.org/W2075274199
False,,,,8043832,https://openalex.org/W2421863977
False,,,https://doi.org/10.1249/00005768-198602000-00012,3959867,https://openalex.org/W1998752761
False,,,,,
False,,,https://doi.org/10.1523/jneurosci.21-13-04721.2001,11425899,https://openalex.org/W1903787762
False,,,https://doi.org/10.1016/0014-4827(72)90108-5,4338680,https://openalex.org/W2069469862
False,,,https://doi.org/10.1016/0091-3057(90)90222-4,1969162,https://openalex.org/W2032923711
False,,,https://doi.org/10.1016/j.neuroscience.2007.08.025,17919826,https://openalex.org/W2011586772
False,,,https://doi.org/10.1016/j.resp.2006.07.005,16934539,https://openalex.org/W1969019343
False,,,https://doi.org/10.1016/0306-4522(76)90077-4,11370231,https://openalex.org/W2059308861
False,,,https://doi.org/10.1042/bj1250605,5144761,https://openalex.org/W2255150338
False,,,,5033016,https://openalex.org/W1926034868
False,,,,7164298,https://openalex.org/W2463692587
False,,,https://doi.org/10.1097/00000542-198804000-00010,3354890,https://openalex.org/W2075320782
False,,,https://doi.org/10.1016/0006-3223(94)90036-1,8011801,https://openalex.org/W2043171412
False,,,https://doi.org/10.1016/0014-4886(76)90225-9,821771,https://openalex.org/W2036600448
False,,,,7393371,https://openalex.org/W2415076025
False,,,https://doi.org/10.1002/humu.20891,19067360,https://openalex.org/W2137154808
False,,,https://doi.org/10.1007/bf00405024,5626539,https://openalex.org/W2064002630
False,,,https://doi.org/10.1016/0006-2952(76)90054-x,186071,https://openalex.org/W2066654651
False,,,,4170427,https://openalex.org/W1588232151
False,,,https://doi.org/10.1186/s12862-015-0353-x,25928309,https://openalex.org/W2038316321
False,,,https://doi.org/10.1128/iai.73.1.39-49.2005,15618139,https://openalex.org/W2130652971
False,,,,7158372,https://openalex.org/W2396205254
False,,,https://doi.org/10.1016/0039-128x(77)90088-5,412282,https://openalex.org/W2020119849
False,,,https://doi.org/10.1254/fpj.94.61,2792962,https://openalex.org/W2005148918
False,,,,5393698,https://openalex.org/W2444316940
False,,,https://doi.org/10.1507/endocrine1927.71.5_679,7556779,https://openalex.org/W2316123012
False,,,https://doi.org/10.1111/j.1474-8673.1990.tb00035.x,1982669,https://openalex.org/W2151490685
False,,,https://doi.org/10.1159/000212340,110657,https://openalex.org/W2030165902
False,,,,,
False,,,https://doi.org/10.1111/j.1365-3083.1974.tb01265.x,4604390,https://openalex.org/W2149097999
False,,,https://doi.org/10.1007/bf00625116,5584636,https://openalex.org/W2015717201
False,,,https://doi.org/10.1292/jvms.63.1127,11714030,https://openalex.org/W1982326315
False,,,,7848335,https://openalex.org/W61891434
False,,,https://doi.org/10.1111/1523-1747.ep12547084,690479,https://openalex.org/W2024038111
False,,,https://doi.org/10.1111/j.1476-5381.1977.tb06988.x,836994,https://openalex.org/W2050091013
False,,,https://doi.org/10.1007/bf02193871,1850597,https://openalex.org/W2073088374
True,,,https://doi.org/10.1007/bf00501388,503251,https://openalex.org/W2027950405
False,,,,5368091,https://openalex.org/W2416089942
False,,,https://doi.org/10.1016/j.yjmcc.2006.07.001,16916522,https://openalex.org/W2077525805
False,,,https://doi.org/10.1534/genetics.105.045740,16204222,https://openalex.org/W2131757606
False,,,,941516,https://openalex.org/W2395090907
False,,,https://doi.org/10.1093/genetics/122.3.713,2759426,https://openalex.org/W2160229806
False,,,https://doi.org/10.1093/cvr/17.6.344,6883410,https://openalex.org/W2028167410
False,,,,2502361,https://openalex.org/W155982606
False,,,,7539636,https://openalex.org/W2409284558
False,,,https://doi.org/10.1152/ajpregu.2000.279.3.r1105,10956272,https://openalex.org/W2189900205
True,,,https://doi.org/10.1038/sj.npp.1300664,15688089,https://openalex.org/W2053192285
False,,,https://doi.org/10.1007/978-1-4684-4703-3_87,6611044,https://openalex.org/W2470002381
False,,,https://doi.org/10.1007/s00213-005-0016-5,15983796,https://openalex.org/W2044530959
False,,,https://doi.org/10.1111/j.1476-5381.1978.tb07757.x,656697,https://openalex.org/W2075527184
False,,,https://doi.org/10.1007/bf00311637,8897676,https://openalex.org/W2066227879
False,,,,5054208,https://openalex.org/W2416810740
False,,,,6109016,https://openalex.org/W2291518657
True,,,https://doi.org/10.1038/npp.2015.134,25953359,https://openalex.org/W259253011
False,,,https://doi.org/10.1093/cvr/10.2.236,938991,https://openalex.org/W1971321302
False,,,https://doi.org/10.1007/s10827-005-5477-3,15789166,https://openalex.org/W2069461255
True,,,https://doi.org/10.1016/j.bbi.2013.01.001,23313516,https://openalex.org/W2061212294
False,,,https://doi.org/10.1007/bf02034402,5781545,https://openalex.org/W2081988781
False,,,,6734841,https://openalex.org/W2472287413
False,,,https://doi.org/10.1093/aob/mcv118,26229065,https://openalex.org/W2260864957
False,,,https://doi.org/10.1002/jps.2600580934,5346088,https://openalex.org/W2054230125
False,,,https://doi.org/10.3181/00379727-136-35451,4324740,https://openalex.org/W2334738511
False,,,https://doi.org/10.3181/00379727-144-37696,4765963,https://openalex.org/W2028583838
False,,,,4428994,https://openalex.org/W2411629936
True,,,https://doi.org/10.1016/s1734-1140(12)70762-4,22661173,https://openalex.org/W2061943108
False,,,,4217556,https://openalex.org/W2412724830
False,,,,5563386,https://openalex.org/W2419265853
False,,,,1033001,https://openalex.org/W2466831484
False,,,https://doi.org/10.1016/j.neuropharm.2009.07.008,19596018,https://openalex.org/W2026150507
False,,,https://doi.org/10.1016/0014-2999(75)90091-6,236188,https://openalex.org/W1996549951
True,,,https://doi.org/10.1111/j.1460-9568.2006.04943.x,16930432,https://openalex.org/W2115424315
False,,,https://doi.org/10.1523/jneurosci.4247-06.2007,17360919,https://openalex.org/W1990156716
False,,,https://doi.org/10.1159/000127739,4448207,https://openalex.org/W2076564405
False,,,https://doi.org/10.1007/s00204-005-0055-z,16341692,https://openalex.org/W2022531681
False,,,https://doi.org/10.1371/journal.pone.0083149,24391741,https://openalex.org/W2019255891
True,,,https://doi.org/10.1002/hipo.1047,11769314,https://openalex.org/W2106488501
False,,,https://doi.org/10.1038/tp.2015.57,25942044,https://openalex.org/W1552252033
False,,,https://doi.org/10.1089/jir.1986.6.251,3018103,https://openalex.org/W2316286884
False,,,https://doi.org/10.1253/jcj.57.969,8230678,https://openalex.org/W1992365548
False,,,,1217497,https://openalex.org/W2472638669
False,,,,1482561,https://openalex.org/W2409377490
False,,,https://doi.org/10.1007/bf00235873,4007095,https://openalex.org/W2083424397
False,,,,,
False,,,https://doi.org/10.3168/jds.s0022-0302(95)76734-0,7622727,https://openalex.org/W2035499147
False,,,https://doi.org/10.1016/s0007-1935(05)80036-3,8111612,https://openalex.org/W2019426361
False,,,https://doi.org/10.1016/0196-9781(85)90444-9,3010258,https://openalex.org/W1986796879
True,,,https://doi.org/10.1016/j.pbb.2012.03.005,22429992,https://openalex.org/W2036852450
False,,,https://doi.org/10.1523/jneurosci.03-05-01092.1983,6842283,https://openalex.org/W1501080764
False,,,https://doi.org/10.1007/s00232-012-9508-5,23124944,https://openalex.org/W1975054779
False,,,,6684873,https://openalex.org/W2419202608
True,,,https://doi.org/10.3389/fnbeh.2013.00215,24427124,https://openalex.org/W2149568534
False,,,https://doi.org/10.1016/0006-2952(82)90515-9,7115440,https://openalex.org/W2093474776
False,,,https://doi.org/10.1186/1744-8069-9-26,23725095,https://openalex.org/W2155547986
False,,,https://doi.org/10.1038/sj.mp.4000426,9774772,https://openalex.org/W2329729549
False,,,,,
False,,,,1165157,https://openalex.org/W2411249826
True,,,https://doi.org/10.1016/j.physbeh.2005.02.006,15811396,https://openalex.org/W2052092857
False,,,https://doi.org/10.1161/01.res.88.6.570,11282890,https://openalex.org/W2115950268
False,,,https://doi.org/10.4077/cjp.2011.amm020,21789901,https://openalex.org/W2116541717
False,,,https://doi.org/10.1111/j.1751-0813.1979.tb15265.x,464937,https://openalex.org/W2013952692
False,,,,10051816,https://openalex.org/W2463319892
False,,,https://doi.org/10.1016/s0306-4530(98)00065-1,10101722,https://openalex.org/W2020807863
False,,,https://doi.org/10.1016/j.ymgme.2004.02.002,15110328,https://openalex.org/W2030437631
False,,,https://doi.org/10.3109/10641968309048807,6299627,https://openalex.org/W2300953493
False,,,https://doi.org/10.1152/ajpheart.00294.2007,17604325,https://openalex.org/W2170394145
False,,,https://doi.org/10.1074/jbc.m005363200,11278286,https://openalex.org/W1507538191
True,,,https://doi.org/10.1002/1098-2396(200008)37:2<159::aid-syn9>3.0.co;2-n,10881036,https://openalex.org/W2090317463
False,,,https://doi.org/10.1152/ajpregu.1999.277.3.r658,10484481,https://openalex.org/W2182617772
False,,,https://doi.org/10.1073/pnas.66.3.693,5269235,https://openalex.org/W2058723121
False,,,https://doi.org/10.1152/jn.00126.2009,19403750,https://openalex.org/W2118878723
False,,,https://doi.org/10.1002/jps.2600621229,4202681,https://openalex.org/W2083121721
True,,,https://doi.org/10.1016/j.jpsychires.2009.11.014,20035953,https://openalex.org/W2144423934
False,,,https://doi.org/10.1002/jps.2600670433,641771,https://openalex.org/W2018502664
False,,,https://doi.org/10.1292/jvms.55.503,8357932,https://openalex.org/W2334320847
False,,,https://doi.org/10.1016/0022-4804(85)90145-3,4033105,https://openalex.org/W2007046088
False,,,https://doi.org/10.1111/j.1399-6576.1985.tb02165.x,3976327,https://openalex.org/W2055453149
False,,,https://doi.org/10.1016/0272-0590(85)90131-9,4092889,https://openalex.org/W2069270816
False,,,,1340450,https://openalex.org/W2420744392
False,,,https://doi.org/10.1016/j.neuro.2015.06.008,26141519,https://openalex.org/W855786608
False,,,,18999900,https://openalex.org/W90710273
False,,,https://doi.org/10.1016/s0361-9230(01)00748-1,12127011,https://openalex.org/W1976114308
False,,,https://doi.org/10.1007/bf03003101,6709399,https://openalex.org/W332304013
False,,,https://doi.org/10.1523/jneurosci.2121-07.2007,17670974,https://openalex.org/W2071743676
False,,,https://doi.org/10.1126/science.171.3967.208,4395231,https://openalex.org/W1976478927
False,,,https://doi.org/10.3969/j.issn.1001-1978.2015.01.001,,
False,,,https://doi.org/10.1097/00000542-199010000-00019,2221441,https://openalex.org/W1990850253
True,,,,,https://openalex.org/W2949333892
False,,,https://doi.org/10.1016/0014-4886(87)90095-1,3609218,https://openalex.org/W2028374203
True,,,https://doi.org/10.1177/1535370216642044,27037280,https://openalex.org/W2326394357
False,,,https://doi.org/10.1111/j.1748-1716.2009.02021.x,19624551,https://openalex.org/W2140166598
False,,,https://doi.org/10.3181/00379727-120-30430,4954939,https://openalex.org/W2036585342
True,,,https://doi.org/10.1016/j.pnpbp.2008.05.020,18579278,https://openalex.org/W2067694641
False,,,https://doi.org/10.1530/acta.0.0740568,4800855,https://openalex.org/W2126669650
False,,,,,
False,,,https://doi.org/10.2337/diabetes.51.2.430,11812751,https://openalex.org/W2156225825
False,,,https://doi.org/10.1002/ar.1092190411,3448955,https://openalex.org/W2041713844
False,,,https://doi.org/10.1111/j.2042-7158.1992.tb05468.x,1357138,https://openalex.org/W2062683503
False,,,https://doi.org/10.1016/0304-4165(69)90362-6,5370019,https://openalex.org/W2004006512
False,,,,8817463,https://openalex.org/W2475218343
True,,,https://doi.org/10.1016/j.jep.2010.04.035,20441789,https://openalex.org/W2028646495
False,,,https://doi.org/10.1507/endocrj1954.14.265,5630632,https://openalex.org/W1983964102
False,,,,,
False,,,https://doi.org/10.1152/jn.1994.72.6.3009,7897506,https://openalex.org/W2295278265
False,,,https://doi.org/10.1159/000136490,4218646,https://openalex.org/W2038202725
False,,,https://doi.org/10.1016/j.jneumeth.2009.06.028,19576932,https://openalex.org/W2138740970
False,,,https://doi.org/10.1016/j.jep.2013.05.019,23721913,https://openalex.org/W2044876053
False,,,,930403,https://openalex.org/W2418748822
False,,,https://doi.org/10.1152/ajpregu.00012.2008,18337315,https://openalex.org/W2081495180
False,,,https://doi.org/10.1196/annals.1308.013,15251881,https://openalex.org/W1998509935
False,,,https://doi.org/10.1016/j.biopsych.2012.04.018,22609367,https://openalex.org/W1990944689
False,,,https://doi.org/10.1385/nmm:1:3:197,12095161,https://openalex.org/W2018678472
False,,,https://doi.org/10.1007/s00787-015-0714-4,26022212,https://openalex.org/W4298328661
False,,,https://doi.org/10.1210/endo.142.1.7913,11145596,https://openalex.org/W2019912965
True,,,https://doi.org/10.1016/s0893-133x(99)00100-1,10649831,https://openalex.org/W2044069216
False,,,https://doi.org/10.1136/vr.122.25.609,3407117,https://openalex.org/W2048820785
False,,,https://doi.org/10.1007/bf00422801,4674515,https://openalex.org/W1999354505
False,,,https://doi.org/10.1093/jat/bku126,25404657,https://openalex.org/W1980500589
False,,,https://doi.org/10.1007/bf02552389,7249015,https://openalex.org/W2057477882
False,,,,1039013,https://openalex.org/W2271798943
False,,,https://doi.org/10.1016/0006-8993(83)91014-4,6839155,https://openalex.org/W2018203789
False,,,https://doi.org/10.1016/j.transproceed.2005.01.001,15808697,https://openalex.org/W1968050443
True,,,,1332299,https://openalex.org/W2419578167
False,,,https://doi.org/10.1016/j.biopsych.2009.08.033,19833253,https://openalex.org/W2100660713
False,,,https://doi.org/10.1007/bf01972389,6098176,https://openalex.org/W2032302960
False,,,https://doi.org/10.1016/0306-4522(88)90194-7,2908059,https://openalex.org/W1979796804
False,,,https://doi.org/10.3181/00379727-127-32840,5651155,https://openalex.org/W2071226924
False,,,,4302063,https://openalex.org/W2416125747
False,,,https://doi.org/10.1159/000241620,6407536,https://openalex.org/W2087516816
False,,,https://doi.org/10.1152/ajpcell.1992.262.3.c664,1312780,https://openalex.org/W2264309193
False,,,https://doi.org/10.1038/npp.2010.215,,https://openalex.org/W4244105712
False,,,,4757846,https://openalex.org/W2416164518
False,,,,5697775,https://openalex.org/W2406652639
True,,,https://doi.org/10.1016/j.lfs.2012.09.023,23069580,https://openalex.org/W2013586266
True,,,https://doi.org/10.1017/s0007114511006738,22313665,https://openalex.org/W2065240281
False,,,https://doi.org/10.1016/j.neuroscience.2013.05.011,23685165,https://openalex.org/W1982092448
False,,,https://doi.org/10.1002/jez.1401850307,4748951,https://openalex.org/W1983098620
False,,,https://doi.org/10.1016/0304-3940(96)12904-9,8878094,https://openalex.org/W1980282676
True,,,https://doi.org/10.1016/j.ejphar.2005.08.011,16140294,https://openalex.org/W2026399437
True,,,,,https://openalex.org/W2225155007
False,,,https://doi.org/10.1161/01.res.70.1.1,1727681,https://openalex.org/W2108691824
False,,,,5403606,https://openalex.org/W2419413012
False,,,https://doi.org/10.1248/cpb.20.82,4622566,https://openalex.org/W2000941014
False,,,,502428,https://openalex.org/W2411584935
True,,,https://doi.org/10.1073/pnas.0702308104,17592137,https://openalex.org/W2025474716
False,,,https://doi.org/10.1002/jnr.490010204,177789,https://openalex.org/W2071592702
True,,,https://doi.org/10.1097/psy.0000000000000163,25829239,https://openalex.org/W2334360179
False,,,https://doi.org/10.1126/science.1653455,1653455,https://openalex.org/W1970706135
False,,,https://doi.org/10.1007/978-1-4684-4661-6_8,6374779,https://openalex.org/W958410617
False,,,https://doi.org/10.1111/1523-1747.ep12494573,7288205,https://openalex.org/W1986458617
True,,,https://doi.org/10.1007/s12272-014-0472-8,25163682,https://openalex.org/W2119402336
False,,,https://doi.org/10.1007/s002130051018,10435408,https://openalex.org/W2103950239
True,,,https://doi.org/10.1016/j.psyneuen.2009.10.016,19945226,https://openalex.org/W2043453605
False,,,https://doi.org/10.1113/jphysiol.1990.sp018080,2167975,https://openalex.org/W2093428018
False,,,https://doi.org/10.2307/4134576,16946240,https://openalex.org/W2163941109
False,,,,5054738,https://openalex.org/W2409616428
False,,,https://doi.org/10.1016/s0021-9258(18)91968-x,5750336,https://openalex.org/W1604628787
False,,,,184919,https://openalex.org/W1568379007
False,,,https://doi.org/10.4103/0975-7406.154429,25883513,https://openalex.org/W2094079412
False,,,https://doi.org/10.1016/0005-2728(68)90177-1,4170446,https://openalex.org/W1984239191
False,,,,5772141,https://openalex.org/W2411606822
False,,,,8133132,https://openalex.org/W2413686727
False,,,https://doi.org/10.1002/jps.2600570440,5652170,https://openalex.org/W2159298125
False,,,,1847767,https://openalex.org/W2416770311
False,,,https://doi.org/10.1016/j.bmcl.2010.11.066,21185183,https://openalex.org/W1972200401
False,,,https://doi.org/10.1016/s0893-133x(97)00025-0,9252982,https://openalex.org/W2079236941
False,,,https://doi.org/10.1111/j.0014-3820.2005.tb00903.x,15792236,https://openalex.org/W2178390537
False,,,https://doi.org/10.1080/10284150410001710438,15281176,https://openalex.org/W2165486944
False,,,https://doi.org/10.1111/1523-1747.ep12534532,6131924,https://openalex.org/W2039294907
False,,,https://doi.org/10.1152/jn.2001.85.1.354,11152735,https://openalex.org/W2288293062
False,,,https://doi.org/10.1097/00000542-200302000-00020,12552199,https://openalex.org/W2039508997
False,,,,5467807,https://openalex.org/W2405588866
False,,,,46667,https://openalex.org/W2413382635
False,,,https://doi.org/10.1016/0304-4017(87)90044-6,2956755,https://openalex.org/W2000456292
False,,,https://doi.org/10.3389/fphar.2012.00053,22470344,https://openalex.org/W2133171085
False,,,,574028,https://openalex.org/W2414196944
False,,,,5371176,https://openalex.org/W2406464919
False,,,,2553007,https://openalex.org/W2408676291
False,,,https://doi.org/10.1248/yakushi1947.102.7_698,7153858,https://openalex.org/W2422195233
False,,,https://doi.org/10.1523/jneurosci.21-14-05079.2001,11438583,https://openalex.org/W1514973039
False,,,https://doi.org/10.1080/00480169.2012.665343,22506508,https://openalex.org/W1989483202
False,,,https://doi.org/10.1016/s0140-6736(69)91140-4,4178247,https://openalex.org/W2144886680
False,,,https://doi.org/10.1016/s0028-3908(03)00210-7,14529724,https://openalex.org/W2072146699
False,,,https://doi.org/10.1016/0022-4804(87)90160-0,3626538,https://openalex.org/W2046159407
False,,,https://doi.org/10.1016/j.coph.2013.09.004,24091195,https://openalex.org/W2064185036
False,,,https://doi.org/10.1046/j.1471-4159.2002.00963.x,12153474,https://openalex.org/W1585934326
False,,,https://doi.org/10.1001/archneur.1974.00490400064007,4412829,https://openalex.org/W2018398817
False,,,https://doi.org/10.1016/j.nucmedbio.2006.09.007,17127176,https://openalex.org/W1981597626
False,,,https://doi.org/10.1093/jn/114.3.627,6699743,https://openalex.org/W1583669561
False,,,https://doi.org/10.1016/j.tox.2008.11.021,19111886,https://openalex.org/W1974915391
False,,,https://doi.org/10.1097/00000542-199904000-00023,10201681,https://openalex.org/W2016182015
False,,,https://doi.org/10.1152/jn.1993.70.5.1937,7905031,https://openalex.org/W2267458176
False,,,https://doi.org/10.1016/0005-2736(67)90065-x,4965166,https://openalex.org/W1523386046
False,,,https://doi.org/10.1007/978-3-642-67265-1_29,288338,https://openalex.org/W960121842
True,,,https://doi.org/10.1016/j.jpsychires.2016.02.008,26921875,https://openalex.org/W2269289848
False,,,https://doi.org/10.2337/diab.18.5.262,4307639,https://openalex.org/W2065595033
True,,,https://doi.org/10.1111/j.1528-1167.2012.03664.x,22988820,https://openalex.org/W1584575938
False,,,https://doi.org/10.1113/jphysiol.2010.190066,20498231,https://openalex.org/W1506652958
True,,,,,
False,,,https://doi.org/10.1111/j.1365-294x.2009.04366.x,19780974,https://openalex.org/W2020320713
False,,,https://doi.org/10.1085/jgp.77.3.255,6265591,https://openalex.org/W2118212061
False,,,https://doi.org/10.1093/clinids/11.4.655,2672242,https://openalex.org/W2086714539
True,,,,,
False,,,https://doi.org/10.1530/jrf.0.0260365,5569651,https://openalex.org/W2591967563
False,,,https://doi.org/10.1016/0006-291x(69)90336-2,4390185,https://openalex.org/W1989204315
False,,,,7436627,https://openalex.org/W98033007
False,,,,1676002,https://openalex.org/W2412907206
False,,,https://doi.org/10.2174/1566524016666151222143609,26695696,https://openalex.org/W2198649099
False,,,,,
False,,,,4823903,https://openalex.org/W1881107072
False,,,https://doi.org/10.1016/j.tice.2012.12.002,23375726,https://openalex.org/W1977872799
False,,,https://doi.org/10.1079/bjn19820037,7199936,https://openalex.org/W2014972291
True,,,https://doi.org/10.1021/jm200682b,21823597,https://openalex.org/W2314555710
False,,,https://doi.org/10.1016/0014-2999(76)90018-2,1278238,https://openalex.org/W1994386295
True,,,https://doi.org/10.1097/fbp.0b013e3282f3cfd4,18195592,https://openalex.org/W2001387674
False,,,,852555,https://openalex.org/W2414726538
False,,,,6311928,https://openalex.org/W2469181057
False,,,,5550396,https://openalex.org/W2398443462
True,,,https://doi.org/10.1016/j.euroneuro.2010.06.015,20656462,https://openalex.org/W2009939266
False,,,,2366189,https://openalex.org/W2257097432
False,,,https://doi.org/10.4049/jimmunol.143.1.229,2732469,https://openalex.org/W1562893736
False,,,https://doi.org/10.1111/j.1476-5381.1996.tb16052.x,8968549,https://openalex.org/W1995959790
False,,,https://doi.org/10.1677/joe.0.0710115,10338,https://openalex.org/W2094401363
True,,,,,
False,,,https://doi.org/10.1523/jneurosci.21-17-06791.2001,11517267,https://openalex.org/W2122113735
False,,,https://doi.org/10.1016/j.psyneuen.2008.12.012,19195790,https://openalex.org/W2067846594
False,,,https://doi.org/10.1523/jneurosci.5857-09.2010,20335482,https://openalex.org/W2075563488
False,,,https://doi.org/10.1002/bem.20516,19551768,https://openalex.org/W2072308571
False,,,https://doi.org/10.1152/jappl.1993.74.5.2443,8335579,https://openalex.org/W1845754106
False,,,https://doi.org/10.1007/s002100100442,11534856,https://openalex.org/W2113357323
True,,,https://doi.org/10.1016/j.biopsych.2016.02.009,27062563,https://openalex.org/W2315792699
False,,,https://doi.org/10.1016/0041-008x(92)90328-p,1641857,https://openalex.org/W2053563867
True,,,https://doi.org/10.1016/0091-3057(84)90206-5,6146145,https://openalex.org/W2076163272
False,,,,6091979,https://openalex.org/W2469957299
False,,,https://doi.org/10.1097/00001756-199606170-00008,8856703,https://openalex.org/W2004070779
False,,,https://doi.org/10.1111/j.1476-5381.1968.tb00454.x,5641948,https://openalex.org/W2064946369
False,,,,18425317,https://openalex.org/W2390772155
False,,,https://doi.org/10.1164/ajrccm.154.2.8756804,8756804,https://openalex.org/W2052165965
False,,,https://doi.org/10.1016/0090-6980(75)90139-2,1138291,https://openalex.org/W1985340919
True,,,https://doi.org/10.1016/j.ntt.2013.07.008,23906943,https://openalex.org/W2032803475
True,,,https://doi.org/10.1016/j.pbb.2014.07.015,25101546,https://openalex.org/W2107891229
False,,,,7073088,https://openalex.org/W2409658250
False,,,https://doi.org/10.1007/bf00660149,5704510,https://openalex.org/W2074506462
False,,,https://doi.org/10.1016/0278-5846(87)90068-6,3628832,https://openalex.org/W2064816110
False,,,https://doi.org/10.1016/0014-2999(87)90706-0,3109926,https://openalex.org/W2065495900
False,,,https://doi.org/10.3389/fpls.2011.00037,22639592,https://openalex.org/W2076149960
False,,,https://doi.org/10.1111/j.1601-5223.1999.00239.x,10509138,https://openalex.org/W2065108632
False,,,,19259459,https://openalex.org/W2165417846
False,,,,11559996,https://openalex.org/W2430604649
False,,,https://doi.org/10.1007/bf01313733,3579606,https://openalex.org/W2025302294
False,,,,1082695,https://openalex.org/W2403040437
False,,,https://doi.org/10.1016/0031-6989(85)90095-5,4011645,https://openalex.org/W2000708808
False,,,https://doi.org/10.1093/clinchem/23.7.1346,872387,https://openalex.org/W1954358187
False,,,https://doi.org/10.1016/s0165-2427(97)00057-3,9437825,https://openalex.org/W2027978423
False,,,,9141053,https://openalex.org/W2346263110
False,,,https://doi.org/10.1016/j.neures.2006.12.014,17270300,https://openalex.org/W2008753668
True,,,https://doi.org/10.1111/j.1460-9568.2010.07166.x,20384783,https://openalex.org/W1969300548
False,,,,158136,https://openalex.org/W2465364800
False,,,https://doi.org/10.1523/jneurosci.2440-08.2008,18753368,https://openalex.org/W2053043919
False,,,https://doi.org/10.1002/jcp.23062,22015651,https://openalex.org/W2066443666
False,,,https://doi.org/10.1002/jnr.20349,15605383,https://openalex.org/W2023134951
False,,,https://doi.org/10.1242/jeb.02663,17234619,https://openalex.org/W2028075887
False,,,,4390182,https://openalex.org/W2412809524
False,,,,6312652,https://openalex.org/W2397124613
False,,,,4153649,https://openalex.org/W2183398854
False,,,,22033833,https://openalex.org/W55185480
False,,,https://doi.org/10.1016/j.neulet.2015.05.019,26002078,https://openalex.org/W297563206
False,,,https://doi.org/10.1371/journal.pone.0098693,24956104,https://openalex.org/W1988862617
True,,,https://doi.org/10.3389/fnbeh.2012.00029,22723772,https://openalex.org/W2086928533
False,,,https://doi.org/10.1016/0049-3848(91)90286-6,1771628,https://openalex.org/W2027400125
False,,,https://doi.org/10.1213/00000539-199409000-00009,8067548,https://openalex.org/W2006338717
True,,,https://doi.org/10.1016/j.neuint.2009.05.008,19463878,https://openalex.org/W1982005344
False,,,https://doi.org/10.1007/bf01946743,4744859,https://openalex.org/W1990899467
False,,,,,
False,,,https://doi.org/10.1152/ajpregu.1987.253.4.r626,2889375,https://openalex.org/W2124352857
False,,,https://doi.org/10.4269/ajtmh.1976.25.221,769577,https://openalex.org/W2340895563
False,,,https://doi.org/10.1113/jphysiol.1971.sp009500,4253676,https://openalex.org/W2063100823
False,,,https://doi.org/10.1523/jneurosci.1586-10.2010,20861372,https://openalex.org/W2090958284
True,,,https://doi.org/10.1016/j.bbr.2008.02.004,18342957,https://openalex.org/W2028994085
False,,,https://doi.org/10.1016/0024-3205(83)90567-2,6363854,https://openalex.org/W2051951527
False,,,https://doi.org/10.1016/j.drugalcdep.2016.02.008,26905209,https://openalex.org/W2285849222
False,,,https://doi.org/10.1530/jrf.0.0360485,4856465,https://openalex.org/W2069407988
False,,,https://doi.org/10.1016/j.toxicon.2009.12.020,20043935,https://openalex.org/W1991999411
False,,,,17899483,https://openalex.org/W2416658577
False,,,,5468902,https://openalex.org/W2474258774
False,,,https://doi.org/10.1159/000357113,24474955,https://openalex.org/W2133949198
True,,,https://doi.org/10.1016/j.physbeh.2014.01.026,24518861,https://openalex.org/W1990665667
True,,,https://doi.org/10.1371/journal.pone.0017600,21525974,https://openalex.org/W2060709606
True,,,https://doi.org/10.1186/1742-2094-11-41,24594021,https://openalex.org/W2153227444
True,,,https://doi.org/10.1016/j.neurobiolaging.2015.02.015,25796132,https://openalex.org/W2120281975
False,,,https://doi.org/10.1016/0024-3205(79)90364-3,36541,https://openalex.org/W2057390595
False,,,https://doi.org/10.1152/japplphysiol.01419.2011,22282489,https://openalex.org/W2011887304
False,,,https://doi.org/10.1007/s00787-013-0463-1,23979476,https://openalex.org/W2067952430
False,,,https://doi.org/10.1111/j.1365-2249.1993.tb08176.x,8103714,https://openalex.org/W2035065800
False,,,,4237099,https://openalex.org/W2302907423
False,,,https://doi.org/10.1038/251419a0,4472548,https://openalex.org/W1995490285
