index,include,title,abstract,first_author,year,journal,doi,pubmed_id,authors,pubmed_type,publication_types,mesh,webofscience_id,central_id,openalex_id,title_length,title_word_count,title_sentence_count,abstract_length,abstract_word_count,abstract_sentence_count,language_title,language_abstract
400,false,The potential cardiotoxicity of antipsychotic drugs as assessed by heart rate variability,Most antipsychotic drugs have cardiac effects as a consequence of their pharmacological actions Recently thioridazine has been subjected to a restricted indications notice and sertindole had its license withdrawn because of concerns about their potential cardiotoxicity In the development of new atypical agents heartrate corrected QT effects are evaluated but it is unclear how predictive these are of clinically significant cardiotoxicity or sudden death Heart rate variability HRV is a potential index of cardiotoxicity which has been found to be decreased following antidepressants and clozapine We studied acute HRV changes following antipsychotic agents Sixteen healthy male volunteers received risperidone mg olanzapine mg thioridazine mg or placebo in a randomized crossover design Subjective effects and psychomotor function were assayed at h and both linear summary statistics and nonlinear scatterplot measures of HRV were evaluated by continuous electrocardiogram recording over h Differential effects of single doses of the three antipsychotic drugs on HRV were found and these were independent of their sedative effects Olanzapine increased and thioridazine decreased HRV while risperidone had no effect HRV is sensitive to the acute effects of antipsychotics It may prove to be a reliable index of their potential for cardiotoxicity Further studies in both healthy volunteers and patients on antipsychotic medication will be valuable,Silke B,2002,J Psychopharmacol,https://doi.org/10.1177/026988110201600410,12503835,Silke B; Campbell C; King DJ,article,D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial,D000328: Adult; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D016292: Conscious Sedation; D004311: Double-Blind Method; D006331: Heart Diseases; D006339: Heart Rate; D006801: Humans; D008297: Male; D009483: Neuropsychological Tests; D000077152: Olanzapine; D010890: Pirenzepine; D011237: Predictive Value of Tests; D011597: Psychomotor Performance; D011930: Reaction Time; D018570: Risk Assessment; D018967: Risperidone; D013881: Thioridazine,,,https://openalex.org/W2085969248,89,12,1,1495,243,11,en,en
401,false,Efficacy of olanzapine in social anxiety disorder a pilot study,Based on evidence suggesting anxiolytic properties of the atypical antipsychotic olanzapine this study was conducted to evaluate whether olanzapine may be efficacious in treating social anxiety disorder SAD This study was an week doubleblind placebocontrolled evaluation of olanzapine as monotherapy in which patients with the DSMIV diagnosis of SAD were randomized to either olanzapine n or placebo n An initial dose of mgday was titrated to a maximum of mgday Baseline to endpoint scores from the Brief Social Phobia Scale BSPS Social Phobia Inventory SPIN Liebowitz Social Anxiety Scale and Sheehan Disability Scale as well as Clinical Global ImpressionImprovement ratings were compared for olanzapine versus placebo Seven subjects completed all weeks of the study four in the olanzapine group and three in the placebo group In the intenttotreat analysis olanzapine yielded greater improvement than placebo on the primary measures BSPS p and SPIN p Both treatments were well tolerated although the olanzapine group had more drowsiness and dry mouth Olanzapine and placebo were both associated with negligible weight gain Olanzapine was superior to placebo on the primary outcome measures in this preliminary study of SAD Additional studies of olanzapine as a treatment for SAD are warranted,Barnett SD,2002,J Psychopharmacol,https://doi.org/10.1177/026988110201600412,12503837,Barnett SD; Kramer ML; Casat CD; Connor KM; Davidson JR,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't",D000293: Adolescent; D000328: Adult; D000368: Aged; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010698: Phobic Disorders; D010865: Pilot Projects; D010890: Pirenzepine; D011569: Psychiatric Status Rating Scales,,,https://openalex.org/W1984770623,64,11,1,1366,239,10,en,en
402,false,Efficacy of newer generation antipsychotics in the treatment of schizophrenia,The advent of the newer atypical antipsychotic medications has revolutionized the pharmacologic treatment of schizophrenia and other psychotic disorders In contrast to the older conventional antipsychotic agents atypical medications have a broader spectrum of efficacy greater efficacy in negative cognitive and mood symptoms and a lower risk of extrapyramidal symptoms EPS and tardive dyskinesia Due to concerns surrounding hematological safety and other adverse effects clozapine is used principally in patients refractory to treatment with other antipsychotic agents The other three universally available atypical agents risperidone olanzapine and quetiapine collectively constitute about of all antipsychotic prescriptions in the USA Despite the broad popularity of these medications and their rapid adoption in general clinical practice there are limited data on how they compare to each other with regards to their overall efficacy and also as to their efficacy in specific symptom domains To address this question two separate analyses were undertaken First all published shortterm randomized controlled clinical trials of these agents in schizophrenia and schizoaffective disorder were reviewed and the extent of improvement across these agents was compared While the amount of improvement with a particular agent across its different studies varied the average improvement was similar for the agents for all efficacy parameters considered Secondly all randomized controlled clinical trials directly comparing two or more of these agents in patients with schizophrenia or schizoaffective disorder were analyzed Only three such trials all industry sponsored were identified while there were differences in methodology and small differences in efficacy on a minority of measures on which comparisons were undertaken the preponderance of data suggested no differences in efficacy While data thus far do not support assertions of differential efficacy between risperidone olanzapine and quetiapine there are clear differences in their sideeffect profiles and these are briefly summarized,Tandon R,2003,Psychoneuroendocrinology,https://doi.org/10.1016/s0306-4530(02)00110-5,12504069,Tandon R; Jibson MD,article,D016428: Journal Article; D016454: Review,D014150: Antipsychotic Agents; D002986: Clinical Trials as Topic; D006801: Humans; D012559: Schizophrenia; D012565: Schizophrenic Psychology,,,https://openalex.org/W2127126926,77,10,1,2138,337,11,en,en
403,false,Quetiapine Is Not Associated with Increase in Prolactin Secretion in Contrast to Haloperidol,Typical antipsychotic drugs frequently cause hyperprolactinemia and even galactorrhea In addition these side effects may result in noncompliance with antipsychotic treatment Capacity to avoid hyperprolactinemia has been accepted as one atypical criterion The aim of the present study was to compare effects of haloperidol the most commonly used antipsychotic and quetiapine a novel antipsychotic agent used in Turkey on serum prolactin PRL levelsThe study consisted of females diagnosed with schizophrenia according to the Diagnostic and Statistical Manual of Mental Disorders th ed DSMIV Thirtyfive patients in a drugfree period for at least weeks were included to randomized quetiapine n and haloperidol n treatment group All patients were assessed by Brief psychiatric rating scale BPRS Positive and negative syndrome scale PANSS and Extrapyramidal symptoms rating scale ESRS PRL levels were measured both at the beginning and at the sixth week of the studyBoth treatment groups exhibited significant improvements in clinical signs as evaluated by BPRS and PANSS While there was no significant difference in PRL level between groups at the beginning of the study control prolactin PRL levels were significantly lower in quetiapine compared to haloperidol group While no quetiapine group patients exhibited galactorrhea we observed that two patients from the haloperidol group had galactorrhea related to hyperprolactinemiaThe present study revealed that quetiapine is not associated with increase in PRL secretion in contrast to the conventional antipsychotic haloperidol,Atmaca M,2002,Arch Med Res,https://doi.org/10.1016/s0188-4409(02)00403-4,12505103,Atmaca M; Kuloglu M; Tezcan E; Canatan H; Gecici O,article,D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial,D000293: Adolescent; D000328: Adult; D014150: Antipsychotic Agents; D003987: Dibenzothiazepines; D005260: Female; D005687: Galactorrhea; D006220: Haloperidol; D006801: Humans; D006966: Hyperprolactinemia; D008875: Middle Aged; D011388: Prolactin; D000069348: Quetiapine Fumarate; D012559: Schizophrenia; D013997: Time Factors,,,https://openalex.org/W2105559357,92,13,1,1634,272,10,en,en
404,false,The Analgesic Effect of Interscalene Block Using Clonidine as an Analgesic for Shoulder Arthroscopy,Used as the sole analgesic clonidine produces analgesia after central neural blockade and intraarticular injection but not after axillary block In this study we sought to determine whether interscalene clonidine induces analgesia for shoulder arthroscopy Forty patients scheduled for shoulder arthroscopy were prospectively included in this doubleblinded study Using a nerve stimulator technique an interscalene catheter was inserted The patients were randomly divided into two groups The interscalene group n received clonidine micro g in mL of saline through the catheter and mL of subcutaneous saline and the systemic group n received mL of saline through the catheter and clonidine micro g mL subcutaneously All patients underwent general anesthesia for surgery On completion of arthroscopy all patients received via a patientcontrolled analgesia on demand a bolus of mL of ropivacaine through the catheter with a h lockout period Postoperative pain was measured every h using the visual analog scale VAS for h Additional postoperative analgesia was available with parenteral nalbuphine if required until VAS VAS scores in the recovery room were significantly higher in the systemic group compared with the interscalene group P Analgesic duration was significantly longer in the interscalene group P and ropivacaine consumption was significantly less than in the systemic group P No significant difference was observed between groups for nalbuphine consumption Side effects were comparable in the two groupsClonidine administered via an interscalene catheter enhanced analgesia compared with systemic administration Nevertheless the adverse effect of clonidine at this dose limits its use for routine management for postoperative analgesia,Iskandar H,2003,Anesth Analg,https://doi.org/10.1097/00000539-200301000-00052,12505963,Iskandar H; Benard A; Ruel-Raymond J; Cochard G; Manaud B,article,D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial,"D000316: Adrenergic alpha-Agonists; D000577: Amides; D016058: Analgesia, Patient-Controlled; D000700: Analgesics; D000701: Analgesics, Opioid; D000779: Anesthetics, Local; D001182: Arthroscopy; D003000: Clonidine; D004311: Double-Blind Method; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D009266: Nalbuphine; D009407: Nerve Block; D010147: Pain Measurement; D017933: Peripheral Nervous System; D000077212: Ropivacaine; D012782: Shoulder",,,https://openalex.org/W2069576953,99,14,1,1858,312,14,en,en
405,false,Placebocontrolled trials do not find association of olanzapine with exacerbation of bipolar mania,Published case reports describe apparent induction or exacerbation of maniclike symptoms during treatment with the atypical antipsychotics olanzapine and risperidone To date such reports are from uncontrolled clinical experience and therefore cannot clarify whether the atypical antipsychotics caused such maniclike states or simply failed to prevent them Presumably bipolar patients would be at increased risk for this putative adverse event Therefore we evaluated the potential of olanzapine to exacerbate symptoms of mania compared to placebo during treatment of bipolar maniaTwo inpatient doubleblind randomized trials investigating the efficacy of olanzapine mg daily versus placebo for the treatment of acute mania were combined Two hundred and fiftyfour subjects participated placebo n olanzapine n in the two studies Severity of mania was quantified with the item YoungMania Rating Scale YMRS In a posthoc analysis after doubleblind therapy up to weeks categorical comparison of olanzapine and placebo groups was made for any worsening and worsening by or from baseline YMRS scores LOCFThe percentage of subjects with exacerbation at endpoint were any worsening placebo olanzapine P or worsening placebo olanzapine P or worsening placebo olanzapine PMania rating scores worsened for some patients during olanzapine therapy However this was significantly less common with olanzapine than with placebo These controlled data suggest that clinical case reports of occurrence of mania during treatment with olanzapine and possibly those with other atypical antipsychotics reflect exacerbation in the natural history of bipolar illness rather than an adverse pharmacological effectPosthoc analysis of pooled data from two different studies,Baker RW,2003,J Affect Disord,https://doi.org/10.1016/s0165-0327(02)00335-x,12507747,Baker RW; Milton DR; Stauffer VL; Gelenberg A; Tohen M,article,"D016430: Clinical Trial; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't",D000328: Adult; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D001714: Bipolar Disorder; D018450: Disease Progression; D004311: Double-Blind Method; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010890: Pirenzepine; D010919: Placebos; D012720: Severity of Illness Index; D016896: Treatment Outcome,,,https://openalex.org/W2074870716,98,13,1,1887,314,9,en,en
406,false,Does the Treatment of AttentionDeficitHyperactivity Disorder With Stimulants Contribute to Drug UseAbuse A Year Prospective Study,Objective To examine the impact of stimulant treatment during childhood and high school on risk for substance use dependence and abuse by young adulthood Methods A total of clinicreferred hyperactive children were followed approximately years into adulthood mean years old range At adolescent age and adult followup probands were interviewed about their use of various substances and duration of stimulant treatment Results Duration of stimulant treatment was not significantly associated with frequency of any form of drug use by young adulthood Stimulanttreated children had no greater risk of ever trying drugs by adolescence or any significantly greater frequency of drug use by young adulthood Stimulant treatment in high school also did not influence drug use in adulthood except for greater use of cocaine This difference was no longer significant after controlling for severity of attentiondeficithyperactivity disorder and conduct disorder in childhood adolescence and adulthood Stimulant treatment in either childhood or high school was not associated with any greater risk for any formal Diagnostic and Statistical Manual of Mental Disorders Third Edition Revised drug dependence or abuse disorders by adulthood Treatment with stimulants did not increase the risk of ever having tried most illegal substances by adulthood except for cocaine Subsequent analyses showed that this elevated risk was primarily mediated by severity of conduct disorder by young adulthood and not by stimulant treatment in childhood Conclusion This study concurs with previous studies in finding no compelling evidence that stimulant treatment of children with attentiondeficithyperactivity disorder leads to an increased risk for substance experimentation use dependence or abuse by adulthood,Barkley RA,2003,Pediatrics,https://doi.org/10.1542/peds.111.1.97,12509561,Barkley RA; Fischer M; Smallish L; Fletcher K,article,"D016428: Journal Article; D013487: Research Support, U.S. Gov't, P.H.S.","D000293: Adolescent; D000328: Adult; D001289: Attention Deficit Disorder with Hyperactivity; D016022: Case-Control Studies; D000697: Central Nervous System Stimulants; D002648: Child; D002675: Child, Preschool; D015897: Comorbidity; D019955: Conduct Disorder; D005260: Female; D005500: Follow-Up Studies; D006801: Humans; D008137: Longitudinal Studies; D008297: Male; D011446: Prospective Studies; D012044: Regression Analysis; D018570: Risk Assessment; D019966: Substance-Related Disorders",,,https://openalex.org/W2058530403,136,17,2,1842,296,15,en,en
407,false,Does Stimulant Therapy of AttentionDeficitHyperactivity Disorder Beget Later Substance Abuse A Metaanalytic Review of the Literature,Concerns exist that stimulant therapy of youths with attentiondeficithyperactivity disorder ADHD may result in an increased risk for subsequent substance use disorders SUD We investigated all longterm studies in which pharmacologically treated and untreated youths with ADHD were examined for later SUD outcomesA search of all available prospective and retrospective studies of children adolescents and adults with ADHD that had information relating childhood exposure to stimulant therapy and later SUD outcome in adolescence or adulthood was conducted through PubMed supplemented with data from scientific presentations Metaanalysis was used to evaluate the relationship between stimulant therapy and subsequent SUD in youths with ADHD in general while addressing specifically differential effects on alcohol use disorders or drug use disorders and the potential effects of covariatesSix studies with followup in adolescence and in young adulthoodwere included and comprised medicated subjects and unmedicated subjects who were followed at least years The pooled estimate of the odds ratio indicated a fold reduction in risk for SUD in youths who were treated with stimulants compared with youths who did not receive pharmacotherapy for ADHD z confidence interval for odds ratio OR We found similar reductions in risk for later drug and alcohol use disorders z Studies that reported followup into adolescence showed a greater protective effect on the development of SUD OR than studies that followed subjects into adulthood OR Additional analyses showed that the results could not be accounted for by any single study or by publication biasOur results suggest that stimulant therapy in childhood is associated with a reduction in the risk for subsequent drug and alcohol use disorders,Wilens TE,2003,Pediatrics,https://doi.org/10.1542/peds.111.1.179,12509574,Wilens TE; Faraone SV; Biederman J; Gunawardene S,article,"D016428: Journal Article; D017418: Meta-Analysis; D013485: Research Support, Non-U.S. Gov't; D013487: Research Support, U.S. Gov't, P.H.S.",D000293: Adolescent; D000328: Adult; D000367: Age Factors; D001289: Attention Deficit Disorder with Hyperactivity; D000697: Central Nervous System Stimulants; D002648: Child; D015897: Comorbidity; D016001: Confidence Intervals; D006801: Humans; D016017: Odds Ratio; D018570: Risk Assessment; D019966: Substance-Related Disorders,,,https://openalex.org/W2131627337,136,17,2,1875,309,7,en,en
408,false,Bupropion for the Treatment of Tobacco Dependence,Tobacco use particularly cigarette smoking is now a global pandemic The expected morbidity and mortality from smokingattributable diseases will continue to rise for the next years In order to reduce this negative impact on worldwide health effective therapy to aid smoking cessation must be provided to current smokers Treatment for tobacco dependence involves the combination of behavioural therapies and pharmacological treatment The most common pharmacological treatments include nicotine replacement therapy and nonnicotine medications including antidepressants The antidepressant with the greatest weight of evidence for efficacy in the treatment of tobacco dependence is bupropion Sustainedrelease bupropion is approved for the treatment of tobacco dependence in over countries worldwide The efficacy of bupropion for the treatment of tobacco dependence is attributed to the blockage of dopamine reuptake in the mesolimbic dopaminergic system This area of the brain is believed to mediate reward for nicotine use and for other drugs of dependence Randomised controlled clinical trials have shown that bupropion approximately doubles abstinence rates compared with placebo In addition longterm treatment with bupropion may reduce or delay smoking relapse Bupropion also appears to be effective in the treatment of smokers who have recently relapsed and smokers with other comorbid psychiatric conditions Bupropion has a good adverse events profile but the risk exists for serious adverse effects such as seizures Recent postmarketing surveillance reports have raised safety concerns about bupropion although no causal relationship between bupropion and the reported serious adverse events or death has been established,Hays JT,2003,CNS Drugs,https://doi.org/10.2165/00023210-200317020-00001,12521356,Hays JT; Ebbert JO,article,"D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't; D016454: Review","D018687: Antidepressive Agents, Second-Generation; D016642: Bupropion; D006801: Humans; D018570: Risk Assessment; D016540: Smoking Cessation; D014029: Tobacco Use Disorder",,,https://openalex.org/W2122522992,49,7,1,1755,267,14,en,en
409,false,The Risk of Diabetes During Olanzapine Use Compared With Risperidone Use,The relative risk of diabetes among patients undergoing risperidone treatment was compared with that of patients receiving olanzapineA cohort was formed of patients with at least prescription for either olanzapine N or risperidone N between January and December recorded in the Rgie de lAssurance Maladie du Qubec database Patients were excluded if clozapine was dispensed to them during the study period or if they were diagnosed with diabetes before beginning antipsychotic therapy New diabetes diagnoses made after the first antipsychotic prescription during the period were tabulated until December censoring occurred at this date or at the last service date if there was no record of using services during the last months of followup Crude hazard ratio and proportional hazard analyses were carried out patients developed diabetes on olanzapine treatment and developed diabetes on risperidone treatment a crude hazard ratio of CI to p was determined When age gender and haloperidol use were controlled for using proportional hazard analysis there was a increased risk of diabetes with olanzapine relative to risperidone CI to p Proportional hazard analyses adjusted for duration of olanzapine exposure indicated that the first months of olanzapine treatment was associated with an increased risk of diabetes of CI to p after adjusting for age gender and haloperidol useCompared with risperidone olanzapine was associated with an increased risk of developing diabetes More studies are required to further investigate this association,Caro JJ,2002,J Clin Psychiatry,https://doi.org/10.4088/jcp.v63n1208,12523873,Caro JJ; Ward A; Levinton C; Robinson K,article,"D003160: Comparative Study; D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't",D000368: Aged; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D015331: Cohort Studies; D003920: Diabetes Mellitus; D005260: Female; D005500: Follow-Up Studies; D006801: Humans; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010890: Pirenzepine; D011618: Psychotic Disorders; D012189: Retrospective Studies; D012307: Risk Factors; D018967: Risperidone,,,https://openalex.org/W2016019346,72,11,1,1715,310,7,en,en
410,true,Results From ProofofConcept PlaceboControlled Studies of Atomoxetine in Children With AttentionDeficitHyperactivity Disorder,Atomoxetine is a nonstimulant drug being studied for the treatment of attentiondeficithyperactivity disorder ADHD Atomoxetine is a highly specific inhibitor of the presynaptic norepinephrine transporter with minimal affinity for other noradrenergic receptors or other neurotransmitter transporters or receptors Results of proofofconcept studies are reported that tested the hypothesis that a selective inhibitor of presynaptic norepinephrine uptake would be effective for the treatment of ADHD in schoolaged childrenTwo identical week stratified randomized doubleblind placebocontrolled trials were conducted in children who met DSMIV criteria for ADHD The primary efficacy outcome measure was the mean change from baseline to endpoint in the AttentionDeficitHyperactivity Disorder Rating Scale ADHD RS total score Secondary efficacy measures included the Clinical Global ImpressionsADHDSeverity CGIADHDS and the Conners Parent Rating ScaleRevised Short Form CPRSRSA total of patients were randomized in the trials combined Study N Study N Stimulantnaive patients were randomized to atomoxetine placebo or methylphenidate Patients with prior stimulant exposure were randomized to atomoxetine or placebo Atomoxetine significantly reduced ADHD RS total scores compared with placebo in each study p Changes in the CGIADHDS Study p Study p and CPRSADHD Index Study p Study p also showed atomoxetine to be statistically significantly superior to placebo in reducing ADHD symptoms Atomoxetine was found to be well tolerated in this population of pediatric patientsTwo studies of atomoxetine early in its development confirmed that atomoxetine a specific and selective inhibitor of noradrenergic uptake was effective for the treatment of children with ADHD In addition atomoxetine was found to be well tolerated,Spencer T,2002,J Clin Psychiatry,https://doi.org/10.4088/jcp.v63n1209,12523874,Spencer T; Heiligenstein JH; Biederman J; Faries DE; Kratochvil CJ; Conners CK; Potter WZ,article,"D016430: Clinical Trial; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't; D013487: Research Support, U.S. Gov't, P.H.S.",D000928: Antidepressive Agents; D000069445: Atomoxetine Hydrochloride; D001289: Attention Deficit Disorder with Hyperactivity; D002648: Child; D004311: Double-Blind Method; D005260: Female; D006801: Humans; D008297: Male; D011437: Propylamines; D016896: Treatment Outcome,,,https://openalex.org/W2016483680,132,14,1,1940,320,11,en,en
411,false,A Comparison of the Efficacy Safety and Tolerability of Divalproex Sodium and Olanzapine in the Treatment of Bipolar Disorder,This study compared the efficacy safety and tolerability of divalproex and olanzapine in the treatment of acute mania associated with bipolar disorderThis randomized week doubleblind parallelgroup multicenter study included DSMIVdefined bipolar disorder type I patients hospitalized for acute mania and randomly assigned to treatment with divalproex or olanzapine After an inpatient period of up to days subjects were followed as outpatients Dose adjustment was permitted during the inpatient period Efficacy was assessed using change from baseline in Mania Rating Scale MRS score to day other efficacy measures included the Brief Psychiatric Rating Scale the Hamilton Rating Scale for Depression and the Clinical Global ImpressionsPart I Severity of Illness scale The primary safety endpoint was change from baseline in weight Other safety and tolerability endpoints included spontaneous adverse event reporting and changes from baseline in laboratory measures and vital signs subjects N divalproex N olanzapine were randomly assigned to treatment No significant differences between groups were found for any efficacy variable for change from baseline to day Mean MRS score changes from baseline to day were for divalproex and for olanzapine p A significantly p greater proportion of olanzapinetreated subjects experienced somnolence weight gain edema rhinitis and speech disorder slurred speech no adverse events were significantly greater in the divalproex group A number of laboratory measures also demonstrated significant treatment differences but the clinical significance of many of these is uncertain Mean body weight changes were significantly greater in the olanzapine group lb kg than the divalproex group lb kg p One death occurred during the study olanzapine group diabetic ketoacidosisNo significant difference in efficacy was found between treatment groups Divalproex was associated with a more favorable adverse event profile and significantly less weight gain than olanzapine,Zajecka JM,2002,J Clin Psychiatry,https://doi.org/10.4088/jcp.v63n1210,12523875,Zajecka JM; Weisler R; Sachs G; Swann AC; Wozniak P; Sommerville KW,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000293: Adolescent; D000328: Adult; D000368: Aged; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D001714: Bipolar Disorder; D004311: Double-Blind Method; D004359: Drug Therapy, Combination; D004361: Drug Tolerance; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010890: Pirenzepine; D014635: Valproic Acid",,,https://openalex.org/W1996463621,127,21,1,2136,363,13,en,en
412,false,Efficacy of Quetiapine and Risperidone Against Depressive Symptoms in Outpatients With Psychosis,The treatment of psychotic symptoms in patients with mood disorders is a complex challenge Antipsychotic medications in these individuals may be associated with extrapyramidal symptoms EPS worsening of depression and functional impairment Atypical antipsychotics such as quetiapine and risperidone are associated with a decreased incidence of adverse events such as EPS The objective of this study was to compare the efficacy and tolerability of quetiapine and risperidone for the treatment of depressive symptoms in outpatients with psychosisIn this month multicenter openlabel trial patients were randomly assigned in a ratio of quetiapine to risperidone and both drugs were flexibly dosed Eligible patients had psychoses and demonstrated of several DSMIV diagnoses including schizoaffective disorder bipolar I disorder major depressive disorder delusional disorder Alzheimers dementia schizophreniform disorder vascular dementia and substance abuse dementia Patients were classified as mood disordered if they had bipolar disorder major depressive disorder or schizoaffective disorder Efficacy was assessed using the Positive and Negative Syndrome Scale and the Clinical Global Impressions scale The Hamilton Rating Scale for Depression HAMD was used to assess the level of depressive symptoms The primary tolerability assessment was presence or absence of substantial EPS defined as EPS severe enough to require an alteration in treatmentA total of patients were randomly assigned to quetiapine and to risperidone Mean doses at weeks were mg for quetiapine and mg for risperidone Although both agents produced improvements in mean HAMD scores quetiapine produced a greater improvement than risperidone in all patients p Within the mooddiagnosed population incidences of both substantial EPS p and at least moderate EPS p occurred significantly less frequently among patients taking quetiapine For patients with nonmood diagnoses incidences of substantial EPS were fewer for patients taking quetiapine than for those taking risperidone p however this was not statistically significantThese results suggest that quetiapine may be a useful agent in the management of depressive symptoms in patients with psychosis,Sajatovic M,2002,J Clin Psychiatry,https://doi.org/10.4088/jcp.v63n1211,12523876,Sajatovic M; Mullen JA; Sweitzer DE,article,"D016430: Clinical Trial; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000553: Ambulatory Care; D014150: Antipsychotic Agents; D003987: Dibenzothiazepines; D004334: Drug Administration Schedule; D004359: Drug Therapy, Combination; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D011618: Psychotic Disorders; D000069348: Quetiapine Fumarate; D018967: Risperidone",,,https://openalex.org/W2025243014,96,12,1,2324,373,13,en,en
413,false,An Open Study of Olanzapine and Fluoxetine for Psychotic Major Depressive Disorder,Although atypical antipsychotic agents are commonly used in the treatment of psychotic depression there are no published prospective studies on their use in this condition The aim of this study was to assess by interim analyses the efficacy of the atypical antipsychotic agent olanzapine in combination with the selective serotonin reuptake inhibitor antidepressant agent fluoxetineWe enrolled patients women and men mean SD age years with DSMIVdefined major depressive disorder with psychotic features into an open trial of olanzapine to mgday plus fluoxetine to mgday Patients were assessed at each visit with the item Hamilton Rating Scale for Depression and both the psychotic and mood modules of the Structured Clinical Interview for DSMIV Axis I Disorders Patient Edition We are reporting the results of the first weeks of treatmentTwentytwo of the enrolled patients completed the week open trial and dropped out with only dropping out due to side effects Of the patients N met criteria for melancholic features N had delusions alone N had hallucinations alone and N reported both delusions and hallucinations In addition the overall rates of response for the intenttotreat group were as follows depression response rate N psychosis response rate N psychotic depression response rate N and psychotic depression remission rate N The combination of olanzapine and fluoxetine appears to be a promising safe and effective treatment for psychotic depression Doubleblind studies are needed to confirm this impression,Matthews JD,2002,J Clin Psychiatry,https://doi.org/10.4088/jcp.v63n1212,12523877,Matthews JD; Bottonari KA; Polania LM; Mischoulon D; Dording CM; Irvin R; Fava M,article,"D016430: Clinical Trial; D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't","D000293: Adolescent; D000328: Adult; D000368: Aged; D000369: Aged, 80 and over; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D003865: Depressive Disorder, Major; D005260: Female; D005473: Fluoxetine; D006801: Humans; D008297: Male; D008875: Middle Aged; D000077152: Olanzapine; D010890: Pirenzepine; D011618: Psychotic Disorders",,,https://openalex.org/W1968455975,82,12,1,1758,350,7,en,en
